Date,Close,yhat
2/4/2014,11.92,13.84
2/5/2014,11.63,14.27
2/6/2014,11.89,14.18
2/7/2014,12.44,14.28
2/10/2014,13.1,16.02
2/11/2014,13.11,15.74
2/12/2014,13.02,15.96
2/13/2014,13.31,15.61
2/14/2014,13.22,15.38
2/18/2014,13.58,15.07
2/19/2014,12.91,14.79
2/20/2014,14,13.92
2/21/2014,13.97,13.20
2/24/2014,14.51,12.32
2/25/2014,16.53,11.19
2/26/2014,16.87,10.61
2/27/2014,16.84,9.52
2/28/2014,16.32,8.63
3/3/2014,16.7,7.75
3/4/2014,16.99,6.77
3/5/2014,16.84,6.42
3/6/2014,16.86,5.62
3/7/2014,16.41,5.09
3/10/2014,15.92,5.57
3/11/2014,15.63,5.10
3/12/2014,16.1,5.28
3/13/2014,15.85,5.01
3/14/2014,15.4,5.00
3/17/2014,15.6,6.90
3/18/2014,16,6.83
3/19/2014,15.72,7.35
3/20/2014,15.66,7.37
3/21/2014,15.26,7.59
3/24/2014,14.68,9.80
3/25/2014,14.7,9.71
3/26/2014,14.2,10.16
3/27/2014,13.82,10.05
3/28/2014,14.16,10.10
3/31/2014,13.9,11.59
4/1/2014,14.46,11.22
4/2/2014,15.35,11.38
4/3/2014,15.03,10.98
4/4/2014,14.15,10.74
4/7/2014,13.83,11.44
4/8/2014,14.36,10.85
4/9/2014,14.46,10.81
4/10/2014,13.61,10.24
4/11/2014,13.59,9.87
4/14/2014,13.21,10.30
4/15/2014,12.93,9.66
4/16/2014,13.27,9.60
4/17/2014,13.21,9.01
4/21/2014,13.63,9.04
4/22/2014,14.58,8.39
4/23/2014,13.87,8.29
4/24/2014,13.86,7.66
4/25/2014,13.32,7.22
4/28/2014,13.23,7.38
4/29/2014,13.79,6.61
4/30/2014,13.86,6.40
5/1/2014,13.85,5.64
5/2/2014,14.06,5.08
5/5/2014,14.44,4.88
5/6/2014,13.82,4.02
5/7/2014,13.42,3.73
5/8/2014,11.91,2.93
5/9/2014,12.15,2.34
5/12/2014,12.31,2.26
5/13/2014,12.68,1.51
5/14/2014,12.71,1.36
5/15/2014,12.57,0.73
5/16/2014,12.77,0.35
5/19/2014,13.07,1.05
5/20/2014,13.02,0.59
5/21/2014,13.3,0.75
5/22/2014,13.66,0.43
5/23/2014,13.82,0.35
5/27/2014,14.1,1.71
5/28/2014,14.02,2.10
5/29/2014,14.02,1.98
5/30/2014,13.85,2.08
6/2/2014,13.65,3.97
6/3/2014,13.66,3.81
6/4/2014,13.6,4.22
6/5/2014,13.79,4.10
6/6/2014,13.88,4.16
6/9/2014,13.69,5.90
6/10/2014,13.49,5.67
6/11/2014,13.63,6.02
6/12/2014,13.57,5.83
6/13/2014,13.76,5.85
6/16/2014,14.97,7.54
6/17/2014,15.44,7.33
6/18/2014,15.14,7.72
6/19/2014,15.19,7.60
6/20/2014,15.31,7.71
6/23/2014,15.81,9.73
6/24/2014,15.5,9.66
6/25/2014,15.79,10.18
6/26/2014,15.71,10.20
6/27/2014,15.94,10.43
6/30/2014,16,12.73
7/1/2014,15.98,12.71
7/2/2014,15.3,13.25
7/3/2014,15.28,13.25
7/7/2014,14.84,15.38
7/8/2014,14.6,15.17
7/9/2014,14.87,15.50
7/10/2014,14.63,15.26
7/11/2014,14.54,15.17
7/14/2014,15.11,16.24
7/15/2014,14.64,15.73
7/16/2014,14.48,15.76
7/17/2014,14.36,15.23
7/18/2014,14.67,14.88
7/21/2014,14.7,15.30
7/22/2014,14.64,14.65
7/23/2014,14.83,14.57
7/24/2014,14.9,13.97
7/25/2014,14.9,13.59
7/28/2014,14.99,14.15
7/29/2014,15,13.60
7/30/2014,15.26,13.66
7/31/2014,14.89,13.22
8/1/2014,15.55,13.01
8/4/2014,15.9,14.14
8/5/2014,15.9,13.77
8/6/2014,16.6,14.00
8/7/2014,16.83,13.71
8/8/2014,16.54,13.64
8/11/2014,17.29,15.03
8/12/2014,17.33,14.70
8/13/2014,17.35,14.94
8/14/2014,17.43,14.64
8/15/2014,17.47,14.53
8/18/2014,17.33,15.71
8/19/2014,17.12,15.29
8/20/2014,17.05,15.43
8/21/2014,16.96,15.04
8/22/2014,17.12,14.85
8/25/2014,17.5,15.85
8/26/2014,17.45,15.40
8/27/2014,17.55,15.55
8/28/2014,17.59,15.18
8/29/2014,17.98,15.03
9/2/2014,18.94,15.98
9/3/2014,18.75,16.26
9/4/2014,19.07,16.03
9/5/2014,18.49,16.02
9/8/2014,18.81,17.65
9/9/2014,18.57,17.41
9/10/2014,18.74,17.74
9/11/2014,18.69,17.54
9/12/2014,18.61,17.53
9/15/2014,16.92,18.90
9/16/2014,17.38,18.51
9/17/2014,17.43,18.64
9/18/2014,17.59,18.21
9/19/2014,17.29,17.93
9/22/2014,16.67,18.39
9/23/2014,16.69,17.67
9/24/2014,16.81,17.48
9/25/2014,16.46,16.73
9/26/2014,16.44,16.16
9/29/2014,16.35,15.89
9/30/2014,16.18,15.00
10/1/2014,16.02,14.69
10/2/2014,16.76,13.87
10/3/2014,17.01,13.27
10/6/2014,17.37,13.27
10/7/2014,17.3,12.57
10/8/2014,17.29,12.49
10/9/2014,17.13,11.94
10/10/2014,15.79,11.64
10/13/2014,14.97,12.67
10/14/2014,15.14,12.33
10/15/2014,15.31,12.60
10/16/2014,15.09,12.39
10/17/2014,15.17,12.41
10/20/2014,15.36,14.20
10/21/2014,15.69,14.03
10/22/2014,15.41,14.44
10/23/2014,15.69,14.31
10/24/2014,15.68,14.37
10/27/2014,14.78,16.00
10/28/2014,16.18,15.71
10/29/2014,15.87,15.96
10/30/2014,15.91,15.65
10/31/2014,16.11,15.52
11/3/2014,16.17,16.56
11/4/2014,15.93,16.08
11/5/2014,15.4,16.16
11/6/2014,16.08,15.72
11/7/2014,16.01,15.47
11/10/2014,16.13,16.38
11/11/2014,16.74,15.93
11/12/2014,16.61,16.07
11/13/2014,16.78,15.72
11/14/2014,17.25,15.60
11/17/2014,16.93,16.99
11/18/2014,17.18,16.72
11/19/2014,16.52,17.05
11/20/2014,16.58,16.87
11/21/2014,16.19,16.90
11/24/2014,16.45,18.62
11/25/2014,16.54,18.39
11/26/2014,16.56,18.71
11/28/2014,16.3,18.45
12/1/2014,15.44,19.67
12/2/2014,15.43,19.21
12/3/2014,15.29,19.27
12/4/2014,15.22,18.77
12/5/2014,14.91,18.43
12/8/2014,14.29,18.78
12/9/2014,14.46,18.05
12/10/2014,13.99,17.88
12/11/2014,13.93,17.18
12/12/2014,13.8,16.67
12/15/2014,13.6,16.81
12/16/2014,13.19,16.12
12/17/2014,13.72,16.04
12/18/2014,14.55,15.47
12/19/2014,14.62,15.16
12/22/2014,14.84,16.10
12/23/2014,14.73,15.73
12/24/2014,14.82,15.98
12/26/2014,15.19,15.77
12/29/2014,15.05,17.60
12/30/2014,14.82,17.47
12/31/2014,14.83,17.91
1/2/2015,14.62,17.92
1/5/2015,14.01,19.66
1/6/2015,14.09,19.38
1/7/2015,14.06,19.62
1/8/2015,14.04,19.29
1/9/2015,13.78,19.11
1/12/2015,13.48,19.84
1/13/2015,13.62,19.19
1/14/2015,12.85,19.08
1/15/2015,12.79,18.42
1/16/2015,12.87,17.92
1/20/2015,12.8,17.15
1/21/2015,13.1,16.96
1/22/2015,13.44,16.27
1/23/2015,13.42,15.81
1/26/2015,13.77,16.29
1/27/2015,13.73,15.77
1/28/2015,13.29,15.88
1/29/2015,13.68,15.51
1/30/2015,13.57,15.41
2/2/2015,14.06,16.96
2/3/2015,14.56,16.77
2/4/2015,14.57,17.18
2/5/2015,14.73,17.08
2/6/2015,14.49,17.18
2/9/2015,14.5,19.01
2/10/2015,14.42,18.77
2/11/2015,14.19,19.06
2/12/2015,13.53,18.78
2/13/2015,13.58,18.63
2/17/2015,13.62,18.67
2/18/2015,13.63,18.47
2/19/2015,14.11,17.69
2/20/2015,14.47,17.03
2/23/2015,13.82,16.31
2/24/2015,13.61,15.19
2/25/2015,13.58,14.63
2/26/2015,13.81,13.53
2/27/2015,13.56,12.63
3/2/2015,13.16,11.60
3/3/2015,13.3,10.55
3/4/2015,13.5,10.12
3/5/2015,13.38,9.22
3/6/2015,12.93,8.60
3/9/2015,12.73,8.76
3/10/2015,12.69,8.19
3/11/2015,12.92,8.27
3/12/2015,12.74,7.90
3/13/2015,12.58,7.81
3/16/2015,13.05,9.49
3/17/2015,12.98,9.37
3/18/2015,13.38,9.85
3/19/2015,13.04,9.84
3/20/2015,13.21,10.05
3/23/2015,13.31,12.28
3/24/2015,13.45,12.21
3/25/2015,12.95,12.70
3/26/2015,12.69,12.63
3/27/2015,12.33,12.72
3/30/2015,12.7,14.36
3/31/2015,12.58,14.03
4/1/2015,12.51,14.23
4/2/2015,12.73,13.87
4/6/2015,13.54,14.46
4/7/2015,13.55,13.89
4/8/2015,13.84,13.86
4/9/2015,14.01,13.30
4/10/2015,14.06,12.93
4/13/2015,13.99,13.36
4/14/2015,13.83,12.72
4/15/2015,13.86,12.64
4/16/2015,13.78,12.05
4/17/2015,13.79,11.66
4/20/2015,13.68,12.07
4/21/2015,13.96,11.41
4/22/2015,14.63,11.32
4/23/2015,14.57,10.70
4/24/2015,14.56,10.27
4/27/2015,15.44,10.48
4/28/2015,15.37,9.73
4/29/2015,15.5,9.53
4/30/2015,15.07,8.79
5/1/2015,15.07,8.24
5/4/2015,15.37,8.07
5/5/2015,15.53,7.20
5/6/2015,15.36,6.91
5/7/2015,15.79,6.09
5/8/2015,15.77,5.48
5/11/2015,15.97,5.31
5/12/2015,16.32,4.51
5/13/2015,16.21,4.32
5/14/2015,16.27,3.64
5/15/2015,16.59,3.19
5/18/2015,16.58,3.70
5/19/2015,16.48,3.18
5/20/2015,16.29,3.28
5/21/2015,16.37,2.90
5/22/2015,16.52,2.76
5/26/2015,16.5,3.94
5/27/2015,16.5,4.29
5/28/2015,16.76,4.15
5/29/2015,16.72,4.22
6/1/2015,16.63,6.08
6/2/2015,16.56,5.92
6/3/2015,16.6,6.33
6/4/2015,16.39,6.21
6/5/2015,16.61,6.29
6/8/2015,17.09,8.04
6/9/2015,17.07,7.82
6/10/2015,16.71,8.16
6/11/2015,16.76,7.98
6/12/2015,16.71,7.99
6/15/2015,16.69,9.63
6/16/2015,16.87,9.41
6/17/2015,17.36,9.77
6/18/2015,17.46,9.62
6/19/2015,17.5,9.70
6/22/2015,17.32,11.62
6/23/2015,17.84,11.52
6/24/2015,17.68,12.01
6/25/2015,17.92,12.00
6/26/2015,17.81,12.21
6/29/2015,17.47,14.48
6/30/2015,17.88,14.46
7/1/2015,17.94,15.01
7/2/2015,18.67,15.02
7/6/2015,18.65,17.27
7/7/2015,17.86,17.10
7/8/2015,17,17.47
7/9/2015,17.19,17.28
7/10/2015,17.28,17.24
7/13/2015,17.48,18.45
7/14/2015,17.71,17.99
7/15/2015,17.54,18.05
7/16/2015,17.78,17.56
7/17/2015,18.31,17.24
7/20/2015,18.82,17.72
7/21/2015,17.78,17.07
7/22/2015,17.86,16.98
7/23/2015,17.81,16.38
7/24/2015,17.69,15.98
7/27/2015,16.87,16.45
7/28/2015,17.65,15.87
7/29/2015,17.59,15.89
7/30/2015,17.79,15.41
7/31/2015,17.74,15.17
8/3/2015,17.33,16.18
8/4/2015,17.75,15.79
8/5/2015,18.01,15.99
8/6/2015,16.41,15.69
8/7/2015,16.17,15.60
8/10/2015,16.08,16.98
8/11/2015,15.82,16.65
8/12/2015,15.88,16.90
8/13/2015,16.17,16.61
8/14/2015,16.21,16.52
8/17/2015,17,17.74
8/18/2015,17.38,17.33
8/19/2015,17.02,17.49
8/20/2015,16.15,17.11
8/21/2015,15.38,16.92
8/24/2015,14.59,17.91
8/25/2015,14.67,17.46
8/26/2015,14.99,17.58
8/27/2015,16.2,17.20
8/28/2015,16.57,17.03
8/31/2015,16.6,18.21
9/1/2015,15.91,17.86
9/2/2015,16.51,18.11
9/3/2015,16.37,17.85
9/4/2015,16.13,17.82
9/8/2015,16.54,19.16
9/9/2015,16.59,19.50
9/10/2015,16.57,19.31
9/11/2015,16.68,19.31
9/14/2015,16.88,20.78
9/15/2015,16.9,20.43
9/16/2015,17.48,20.62
9/17/2015,17.47,20.24
9/18/2015,17.37,20.02
9/21/2015,17.61,20.65
9/22/2015,17.4,19.99
9/23/2015,17.4,19.85
9/24/2015,17.54,19.14
9/25/2015,17.13,18.60
9/28/2015,16.56,18.40
9/29/2015,16.44,17.51
9/30/2015,16.56,17.19
10/1/2015,15.99,16.35
10/2/2015,16.5,15.73
10/5/2015,16.41,15.59
10/6/2015,16.1,14.83
10/7/2015,15.46,14.69
10/8/2015,15.11,14.07
10/9/2015,14.71,13.71
10/12/2015,14.37,14.53
10/13/2015,14.62,14.12
10/14/2015,14.46,14.34
10/15/2015,14.75,14.08
10/16/2015,15.13,14.06
10/19/2015,15.21,15.76
10/20/2015,14.2,15.58
10/21/2015,14.01,15.98
10/22/2015,14.11,15.86
10/23/2015,13.94,15.94
10/26/2015,14.35,17.65
10/27/2015,14.02,17.39
10/28/2015,14.2,17.67
10/29/2015,14.11,17.41
10/30/2015,13.8,17.31
11/2/2015,14.25,18.43
11/3/2015,13.89,17.97
11/4/2015,15.44,18.07
11/5/2015,15.45,17.63
11/6/2015,15.49,17.39
11/9/2015,15.02,18.25
11/10/2015,14.43,17.77
11/11/2015,14.61,17.88
11/12/2015,14.2,17.50
11/13/2015,13.81,17.34
11/16/2015,14.29,18.62
11/17/2015,14.27,18.31
11/18/2015,14.74,18.61
11/19/2015,14.79,18.41
11/20/2015,14.67,18.43
11/23/2015,14.52,20.12
11/24/2015,14.55,19.91
11/25/2015,15.31,20.25
11/27/2015,15.44,20.05
11/30/2015,15.35,21.40
12/1/2015,15.81,20.99
12/2/2015,15.47,21.11
12/3/2015,15.51,20.67
12/4/2015,15.36,20.38
12/7/2015,15.41,20.85
12/8/2015,15.11,20.15
12/9/2015,14.97,20.00
12/10/2015,15.14,19.31
12/11/2015,14.47,18.81
12/14/2015,14.57,18.89
12/15/2015,14.74,18.16
12/16/2015,15.63,18.04
12/17/2015,15.56,17.42
12/18/2015,15.36,17.04
12/21/2015,15.5,17.79
12/22/2015,15.33,17.35
12/23/2015,15.31,17.54
12/24/2015,15.37,17.26
12/28/2015,15.26,18.94
12/29/2015,15.81,18.79
12/30/2015,15.87,19.22
12/31/2015,16,19.14
1/4/2016,14.89,21.10
1/5/2016,14.9,20.88
1/6/2016,14.6,21.18
1/7/2016,14.38,20.91
1/8/2016,14.07,20.80
1/11/2016,13.86,21.72
1/12/2016,14,21.14
1/13/2016,13.35,21.08
1/14/2016,13.75,20.46
1/15/2016,13.67,20.00
1/19/2016,13.65,19.28
1/20/2016,13.25,19.07
1/21/2016,13.33,18.35
1/22/2016,13.5,17.86
1/25/2016,13.09,18.17
1/26/2016,12.9,17.58
1/27/2016,12.54,17.62
1/28/2016,12.65,17.19
1/29/2016,12.75,17.02
2/1/2016,13.13,18.40
2/2/2016,12.19,18.17
2/3/2016,11.57,18.54
2/4/2016,11.69,18.42
2/5/2016,10.84,18.52
2/8/2016,9.87,20.40
2/9/2016,9.88,20.21
2/10/2016,9.58,20.56
2/11/2016,10.03,20.34
2/12/2016,10.07,20.27
2/16/2016,10.34,20.67
2/17/2016,11.25,20.57
2/18/2016,11.12,19.88
2/19/2016,11.11,19.31
2/22/2016,11.85,18.79
2/23/2016,11.81,17.73
2/24/2016,11.93,17.20
2/25/2016,12.5,16.12
2/26/2016,12.69,15.22
2/29/2016,12.8,14.13
3/1/2016,12.42,13.03
3/2/2016,12.56,12.53
3/3/2016,13.05,11.57
3/4/2016,13.4,10.86
3/7/2016,13.69,10.74
3/8/2016,13.51,10.07
3/9/2016,13.91,10.05
3/10/2016,13.68,9.59
3/11/2016,13.83,9.40
3/14/2016,14.34,10.86
3/15/2016,14.56,10.68
3/16/2016,14.8,11.12
3/17/2016,15.09,11.08
3/18/2016,15.52,11.26
3/21/2016,15.89,13.49
3/22/2016,15.62,13.44
3/23/2016,14.84,13.96
3/24/2016,15.18,13.92
3/28/2016,15.35,15.85
3/29/2016,15.34,15.58
3/30/2016,15.13,15.84
3/31/2016,15.32,15.53
4/1/2016,15.84,15.38
4/4/2016,16.47,16.30
4/5/2016,17.03,15.76
4/6/2016,17.69,15.76
4/7/2016,17.15,15.22
4/8/2016,16.67,14.86
4/11/2016,16.66,15.32
4/12/2016,16.52,14.67
4/13/2016,16.97,14.60
4/14/2016,16.79,14.01
4/15/2016,16.97,13.62
4/18/2016,16.93,14.03
4/19/2016,16.49,13.38
4/20/2016,16.66,13.30
4/21/2016,16.55,12.69
4/22/2016,16.92,12.28
4/25/2016,16.79,12.54
4/26/2016,16.92,11.81
4/27/2016,16.76,11.64
4/28/2016,16.51,10.93
4/29/2016,16.05,10.40
5/2/2016,16.12,10.28
5/3/2016,15.49,9.43
5/4/2016,14.84,9.14
5/5/2016,14.1,8.33
5/6/2016,14.33,7.71
5/9/2016,13.93,7.49
5/10/2016,13.91,6.67
5/11/2016,13.93,6.44
5/12/2016,13.82,5.71
5/13/2016,13.84,5.22
5/16/2016,13.89,5.57
5/17/2016,13.64,4.99
5/18/2016,14.08,5.03
5/19/2016,14.35,4.60
5/20/2016,14.69,4.41
5/23/2016,14.41,5.68
5/24/2016,14.53,5.40
5/25/2016,14.64,5.72
5/26/2016,15.01,5.55
5/27/2016,14.87,5.60
5/31/2016,14.88,7.27
6/1/2016,14.64,7.69
6/2/2016,14.6,7.58
6/3/2016,14.6,7.66
6/6/2016,14.71,9.45
6/7/2016,15.49,9.24
6/8/2016,15.7,9.60
6/9/2016,15.29,9.42
6/10/2016,14.59,9.44
6/13/2016,14.52,11.07
6/14/2016,14.33,10.84
6/15/2016,14.51,11.19
6/16/2016,14.53,11.02
6/17/2016,14.36,11.08
6/20/2016,14.65,12.93
6/21/2016,14.64,12.80
6/22/2016,13.11,13.27
6/23/2016,13.09,13.23
6/24/2016,12.88,13.42
6/27/2016,13.24,15.66
6/28/2016,13.45,15.64
6/29/2016,14.01,16.19
6/30/2016,14.15,16.22
7/1/2016,14.43,16.44
7/5/2016,14.27,18.46
7/6/2016,14.3,18.87
7/7/2016,14.4,18.73
7/8/2016,14.45,18.75
7/11/2016,14.99,20.13
7/12/2016,14.98,19.71
7/13/2016,14.84,19.83
7/14/2016,14.77,19.39
7/15/2016,14.69,19.11
7/18/2016,15.08,19.67
7/19/2016,15.02,19.03
7/20/2016,15.22,18.96
7/21/2016,14.7,18.35
7/22/2016,14.82,17.94
7/25/2016,15.33,18.37
7/26/2016,15.3,17.75
7/27/2016,15.23,17.74
7/28/2016,15.37,17.23
7/29/2016,15.65,16.95
8/1/2016,15.33,17.86
8/2/2016,15.15,17.44
8/3/2016,15.05,17.61
8/4/2016,15.37,17.29
8/5/2016,15.34,17.18
8/8/2016,15.08,18.53
8/9/2016,15.27,18.21
8/10/2016,15.04,18.46
8/11/2016,14.99,18.18
8/12/2016,15.04,18.10
8/15/2016,15.04,19.37
8/16/2016,14.91,18.99
8/17/2016,14.88,19.16
8/18/2016,14.9,18.80
8/19/2016,15,18.62
8/22/2016,14.86,19.63
8/23/2016,14.99,19.17
8/24/2016,14.84,19.29
8/25/2016,14.73,18.90
8/26/2016,14.67,18.71
8/29/2016,14.35,19.83
8/30/2016,14.09,19.45
8/31/2016,14.13,19.67
9/1/2016,13.38,19.39
9/2/2016,13.19,19.33
9/6/2016,13.52,20.61
9/7/2016,13.45,20.95
9/8/2016,13.16,20.76
9/9/2016,12.96,20.78
9/12/2016,13.22,22.33
9/13/2016,13.07,22.02
9/14/2016,13.09,22.25
9/15/2016,13.36,21.92
9/16/2016,13.69,21.76
9/19/2016,13.76,22.57
9/20/2016,13.64,21.96
9/21/2016,13.68,21.88
9/22/2016,13.76,21.23
9/23/2016,13.83,20.74
9/26/2016,13.93,20.64
9/27/2016,13.72,19.77
9/28/2016,13.75,19.46
9/29/2016,13.38,18.62
9/30/2016,13.6,17.98
10/3/2016,14.25,17.75
10/4/2016,14.09,16.94
10/5/2016,13.9,16.74
10/6/2016,13.4,16.06
10/7/2016,13.11,15.64
10/10/2016,13.4,16.26
10/11/2016,13.34,15.79
10/12/2016,13.43,15.94
10/13/2016,13.35,15.62
10/14/2016,13.1,15.55
10/17/2016,12.93,17.16
10/18/2016,13.27,16.96
10/19/2016,13.57,17.35
10/20/2016,13.27,17.23
10/21/2016,13.34,17.31
10/24/2016,13.52,19.09
10/25/2016,13.49,18.86
10/26/2016,13.48,19.18
10/27/2016,13.6,18.95
10/28/2016,13.33,18.89
10/31/2016,13.18,20.12
11/1/2016,12.72,19.69
11/2/2016,12.53,19.81
11/3/2016,12.49,19.39
11/4/2016,12.7,19.16
11/7/2016,12.88,20.01
11/8/2016,13,19.52
11/9/2016,12.67,19.61
11/10/2016,12.36,19.20
11/11/2016,12.57,19.01
11/14/2016,12.1,20.18
11/15/2016,12.25,19.85
11/16/2016,12.26,20.11
11/17/2016,12.58,19.88
11/18/2016,12.33,19.87
11/21/2016,12.3,21.54
11/22/2016,12.74,21.33
11/23/2016,12.88,21.69
11/25/2016,13.11,21.53
11/28/2016,13.07,23.01
11/29/2016,12.64,22.65
11/30/2016,12.63,22.82
12/1/2016,12.13,22.43
12/2/2016,12.1,22.20
12/5/2016,12.45,22.82
12/6/2016,12.39,22.17
12/7/2016,12.88,22.05
12/8/2016,12.82,21.39
12/9/2016,12.81,20.90
12/12/2016,12.83,20.98
12/13/2016,13.21,20.23
12/14/2016,13.25,20.07
12/15/2016,13.17,19.41
12/16/2016,13.5,18.99
12/19/2016,13.52,19.55
12/20/2016,13.92,19.05
12/21/2016,13.85,19.18
12/22/2016,13.9,18.83
12/23/2016,14.22,18.74
12/27/2016,14.64,20.14
12/28/2016,14.65,20.55
12/29/2016,14.31,20.46
12/30/2016,14.25,20.58
1/3/2017,14.47,22.31
1/4/2017,15.13,22.66
1/5/2017,15.12,22.45
1/6/2017,15.27,22.40
1/9/2017,15.42,23.53
1/10/2017,15.32,23.01
1/11/2017,15.32,23.02
1/12/2017,15.31,22.45
1/13/2017,15.85,22.04
1/17/2017,15.71,21.41
1/18/2017,15.89,21.20
1/19/2017,16.25,20.47
1/20/2017,16.32,19.95
1/23/2017,16.59,20.13
1/24/2017,16.97,19.48
1/25/2017,16.96,19.45
1/26/2017,16.83,18.95
1/27/2017,16.86,18.71
1/30/2017,16.71,19.90
1/31/2017,16.8,19.62
2/1/2017,16.62,19.95
2/2/2017,16.77,19.79
2/3/2017,16.76,19.87
2/6/2017,17.18,21.76
2/7/2017,17.17,21.60
2/8/2017,17.47,21.99
2/9/2017,17.95,21.82
2/10/2017,17.95,21.82
2/13/2017,18.71,23.06
2/14/2017,18.73,22.56
2/15/2017,18.65,22.55
2/16/2017,17.93,21.95
2/17/2017,18.15,21.48
2/21/2017,18.49,20.20
2/22/2017,18.23,19.72
2/23/2017,17.07,18.68
2/24/2017,17.13,17.81
2/27/2017,16.42,16.70
2/28/2017,16.67,15.56
3/1/2017,16.67,15.02
3/2/2017,16.7,14.00
3/3/2017,16.77,13.22
3/6/2017,16.75,12.84
3/7/2017,16.57,12.07
3/8/2017,16.46,11.95
3/9/2017,16.33,11.39
3/10/2017,16.25,11.11
3/13/2017,16.41,12.31
3/14/2017,17.2,12.06
3/15/2017,17.05,12.44
3/16/2017,17.47,12.35
3/17/2017,17.43,12.50
3/20/2017,17.46,14.69
3/21/2017,16.71,14.65
3/22/2017,17,15.18
3/23/2017,16.99,15.18
3/24/2017,17.54,15.35
3/27/2017,18.01,17.28
3/28/2017,18.5,17.06
3/29/2017,18.49,17.38
3/30/2017,18.53,17.12
3/31/2017,18.55,17.03
4/3/2017,19.9,18.08
4/4/2017,20.25,17.58
4/5/2017,19.67,17.62
4/6/2017,19.91,17.10
4/7/2017,20.17,16.77
4/10/2017,20.83,17.26
4/11/2017,20.58,16.62
4/12/2017,19.79,16.56
4/13/2017,20.27,15.96
4/17/2017,20.1,15.98
4/18/2017,20.02,15.33
4/19/2017,20.37,15.26
4/20/2017,20.17,14.66
4/21/2017,20.37,14.25
4/24/2017,20.54,14.57
4/25/2017,20.92,13.86
4/26/2017,20.68,13.71
4/27/2017,20.58,13.02
4/28/2017,20.94,12.52
5/1/2017,21.52,12.47
5/2/2017,21.26,11.63
5/3/2017,20.73,11.36
5/4/2017,19.7,10.55
5/5/2017,20.56,9.94
5/8/2017,20.48,9.69
5/9/2017,21.42,8.84
5/10/2017,21.68,8.58
5/11/2017,21.54,7.82
5/12/2017,21.65,7.29
5/15/2017,21.06,7.50
5/16/2017,21.13,6.86
5/17/2017,20.41,6.84
5/18/2017,20.87,6.35
5/19/2017,20.72,6.10
5/22/2017,20.69,7.22
5/23/2017,20.26,6.89
5/24/2017,20.68,7.17
5/25/2017,21.12,6.97
5/26/2017,21.68,6.99
5/30/2017,22.34,8.60
5/31/2017,22.73,9.02
6/1/2017,22.69,8.91
6/2/2017,22.66,9.00
6/5/2017,23.15,10.83
6/6/2017,23.52,10.63
6/7/2017,23.98,11.00
6/8/2017,24.67,10.84
6/9/2017,23.82,10.86
6/12/2017,23.93,12.50
6/13/2017,25.06,12.26
6/14/2017,25.38,12.60
6/15/2017,25.02,12.42
6/16/2017,24.76,12.46
6/19/2017,24.65,14.24
6/20/2017,24.82,14.09
6/21/2017,25.09,14.53
6/22/2017,25.51,14.47
6/23/2017,25.56,14.63
6/26/2017,25.17,16.82
6/27/2017,24.16,16.79
6/28/2017,24.75,17.34
6/29/2017,24.05,17.37
6/30/2017,24.11,17.60
7/3/2017,23.51,19.81
7/5/2017,21.81,20.19
7/6/2017,20.59,20.09
7/7/2017,20.88,20.16
7/10/2017,21.07,21.70
7/11/2017,21.81,21.34
7/12/2017,21.97,21.52
7/13/2017,21.56,21.12
7/14/2017,21.85,20.89
7/17/2017,21.3,21.56
7/18/2017,21.88,20.95
7/19/2017,21.68,20.89
7/20/2017,21.99,20.29
7/21/2017,21.89,19.89
7/24/2017,22.83,20.27
7/25/2017,22.64,19.64
7/26/2017,22.92,19.60
7/27/2017,22.3,19.05
7/28/2017,22.34,18.74
7/31/2017,21.56,19.54
8/1/2017,21.3,19.09
8/2/2017,21.73,19.23
8/3/2017,23.14,18.87
8/4/2017,23.79,18.75
8/7/2017,23.68,20.05
8/8/2017,24.35,19.72
8/9/2017,24.24,19.97
8/10/2017,23.69,19.70
8/11/2017,23.86,19.63
8/14/2017,24.25,20.95
8/15/2017,24.16,20.58
8/16/2017,24.19,20.77
8/17/2017,23.46,20.42
8/18/2017,23.16,20.27
8/21/2017,22.52,21.31
8/22/2017,22.76,20.85
8/23/2017,23.52,20.97
8/24/2017,23.53,20.57
8/25/2017,23.2,20.37
8/28/2017,23.04,21.43
8/29/2017,23.16,21.03
8/30/2017,23.55,21.23
8/31/2017,23.73,20.92
9/1/2017,23.69,20.83
9/5/2017,23.31,22.03
9/6/2017,22.97,22.35
9/7/2017,23.37,22.16
9/8/2017,22.89,22.18
9/11/2017,24.25,23.78
9/12/2017,24.18,23.50
9/13/2017,24.42,23.77
9/14/2017,25.18,23.48
9/15/2017,25.32,23.37
9/18/2017,25.67,24.35
9/19/2017,25.01,23.80
9/20/2017,24.93,23.78
9/21/2017,24.43,23.19
9/22/2017,23.41,22.75
9/25/2017,23,22.77
9/26/2017,23.02,21.93
9/27/2017,22.73,21.63
9/28/2017,22.64,20.80
9/29/2017,22.74,20.17
10/2/2017,22.77,19.87
10/3/2017,23.21,19.02
10/4/2017,23.67,18.77
10/5/2017,23.69,18.04
10/6/2017,23.79,17.56
10/9/2017,22.86,17.98
10/10/2017,23.71,17.44
10/11/2017,23.64,17.53
10/12/2017,23.71,17.15
10/13/2017,23.7,17.02
10/16/2017,23.37,18.48
10/17/2017,23.72,18.26
